id,address,nearbySchoolNum,houseType,soldPrice,lastSoldPrice,rentPrice,bedroom,bathroom,carspace,soldTimeYear,soldTimeMonth,lastSoldTimeYear,lastSoldTimeMonth,rentTimeYear,rentTimeMonth,landSize,buildingSize,buildYear,distanceToCBD,distanceToStation
10025,"48 Keyes Street, Lathlain",2,House,425000,,400,2,1,1,2010,12,,,2015,10,631,,1957,5,1
10026,"64 Gallipoli Street, Lathlain",2,House,540000,,375,2,1,3,2010,12,,,2016,7,542,,1939,4,0.72
10027,"206/69 King George Street, Victoria Park",3,Apartment,235000,,315,1,1,1,2010,12,,,2014,6,54,,1969,4,1
10028,"703 19 The Circus, Burswood",1,Apartment,1150000,,,3,2,2,2010,12,,,,,4594,,,3,0.43
10029,"1102 2 Oldfield, Burswood",1,Apartment,899000,,,2,2,2,2010,12,,,,,157,108,,3,0.39
1003,"17D Park Street, Como",3,Villa,435000,387500,,2,1,2,2014,9,2010,10,,,1013,69,,5,1
10030,"47 Gallipoli Street, Lathlain",2,House,825000,,,3,1,1,2010,12,,,,,1012,190,1960,4,0.64
10031,"1208/96 Bow River Crescent, Burswood",1,Apartment,1485000,,,3,2,2,2010,11,,,,,6326,176,,3,0.56
10032,"1/29 Berwick Street, Victoria Park",3,Townhouse,385000,,300,2,1,1,2010,11,,,2016,12,1011,,,3,1
10034,"212B Orrong Road, Carlisle",1,Duplex,370000,,320,3,1,1,2010,12,,,2015,8,886,105,1979,5,1
10035,"93A Asburton Street, East Victoria Park",0,,580000,,,,2,2,2010,12,,,,,,,,5,2
10036,"1/115 Planet Street, Carlisle",1,Duplex,440000,316000,450,2,1,1,2015,1,2010,12,2013,8,1012,74,,6,0.65
10037,"4 Paltridge Avenue, Carlisle",1,House,505000,,380,4,1,3,2016,12,,,2015,12,371,124,1967,5,1
10038,"134A Bishopsgate Street, Carlisle",1,House,690000,,,4,2,2,2010,11,,,,,1053,209,1995,6,0.46
10039,"5 11 15 Canterbury Terrace, East Victoria Park",0,House,539000,,,3,1,,2010,11,,,,,676,,,5,1
1004,"5/8 Mary Street, Como",3,Townhouse,585000,,,3,2,2,2010,9,,,,,1011,90,1992,4,1
10040,"50A Riverview Road, East Victoria Park",0,Duplex,620000,456000,490,3,1,2,2015,10,2010,12,2017,1,545,113,1994,6,2
10041,"1 19 Gerard Street, East Victoria Park",0,Villa,420000,,,3,2,1,2010,12,,,,,1053,,,6,0.51
10042,"44 Camberwell Street, East Victoria Park",0,House,720000,600000,480,3,2,4,2016,3,2010,12,2008,3,455,150,1932,6,1
10043,"227 Shepperton Road, East Victoria Park",0,House,587500,515000,,3,1,2,2015,10,2010,12,,,349,95,1940,5,0.62
10044,"9 Markham Place, Bentley",3,House,550000,,,3,1,1,2010,9,,,,,809,,1964,8,1
10045,"3/13 Grant Place, Bentley",3,Apartment,295000,270000,180,2,1,1,2015,3,2010,12,2009,5,2250,,,8,1
10046,"3/24 Dumond Street, Bentley",3,House,360000,,350,3,1,2,2010,12,,,2010,9,2480,94,,7,2
10047,"28A Wyong Road, Bentley",3,House,429000,,,3,2,1,2010,12,,,,,270,,,8,1
10048,"2/56 Pitt, St James",1,House,456000,,,4,2,2,2011,2,,,,,744,,,7,1
10049,"4/20 Warwick Street, St James",1,Villa,435000,,420,3,1,4,2010,12,,,2012,6,260,90,,7,1
1005,"4/64-66 Comer Street, Como",3,Townhouse,448000,,,3,1,1,2010,9,,,,,2021,,,4,2
10050,"14 Gochean Avenue, Bentley",3,House,440000,,350,4,2,1,2010,12,,,2010,9,290,143,,8,1
10051,"1 1 Boulder Road, Bentley",3,Apartment,385000,,,3,2,1,2010,12,,,,,1225,,,8,1
10052,"132 Hillview Terrace, St James",1,House,750000,,,6,2,2,2015,9,,,,,712,,,7,2
10053,"2 5 Chapman Road, St James",1,Villa,365000,,,3,1,1,2010,12,,,,,1012,,,7,1
10054,"7 30-32 Mitchell Street, Bentley",3,Unit,333000,,,2,1,1,2010,12,,,,,2050,,,8,1
10055,"16B Quinn Avenue, Bentley",3,House,372500,,380,3,1,2,2010,12,,,2009,11,506,96,,8,1
10056,"18 Victoria Street, St James",1,House,577500,,,4,2,2,2010,11,,,,,531,200,,7,1
10057,"149A Fitzroy Road, Rivervale",2,House,420000,,420,3,2,2,2010,12,,,2016,3,911,99,,5,1
10058,"25B/62 Great Eastern Highway, Rivervale",2,Apartment,290000,285000,,2,1,1,2015,11,2010,12,,,7989,,,4,1
10059,"105 Kooyong Road, Rivervale",2,House,588500,,,3,2,2,2010,12,,,,,893,,,5,1
1006,"8/129 Labouchere Road, Como",3,Townhouse,485000,,420,2,1,1,2010,9,,,2010,5,2205,82,,4,2
10061,"5 8-Feb Barry Street, Rivervale",0,,285000,,,,1,1,2010,12,,,,,,,,,
10062,"27/15 Tanunda Drive, Rivervale",2,Apartment,405000,,420,2,2,1,2010,11,,,2014,5,5906,109,,5,1
10063,"166 Roberts Road, Rivervale",2,House,485000,,,3,2,1,2010,12,,,,,1077,150,,6,2
10064,"20a Alexander Road, Rivervale",2,House,465000,,,3,2,2,2010,12,,,,,337,139,2008,6,1
10065,"86/12 Tanunda Drive, Rivervale",2,Apartment,479000,,650,2,2,2,2010,10,,,2013,1,5305,77,,5,1
10066,"6/140-142 Fitzroy Road, Rivervale",2,House,565000,,,3,2,2,2010,11,,,,,201,,,5,1
10067,"103 Tibradden Circle, Ascot",0,House,470000,,370,3,2,1,2010,12,,,2009,3,318,,1995,8,2
10068,"80 Coolgardie Avenue, Ascot",0,House,525000,,,4,2,2,2010,9,,,,,460,170,2004,8,1
10069,"123 Fisher Street, Belmont",2,House,460000,,,3,1,2,2010,12,,,,,1031,126,,7,3
1007,"WG5 47/71 Canning Beach Road, Applecross",0,Apartment,1150000,,,3,2,2,2010,10,,,,,,,,,
10070,"38/68 Fisher Street, Belmont",2,House,470000,,,3,2,2,2010,10,,,,,172,130,,7,3
10071,"32 Copeland Drive, Redcliffe",2,House,470000,430000,,4,2,2,2016,12,2010,12,,,472,144,2000,8,5
10072,"15 Towton Street, Redcliffe",2,House,420588,,400,3,1,2,2010,12,,,2014,11,678,678,,8,3
10073,"10 Tidewater Way, Ascot",0,House,910000,898000,,4,2,2,2012,11,2011,1,,,353,267,,5,2
10074,"4/29 Kanowna Avenue, Ascot",0,Townhouse,432000,,,3,2,2,2010,12,,,,,2298,,,8,2
10075,"a/12 Drummond Street, Redcliffe",2,,355000,,,,,,2010,12,,,,,1016,,,8,2
10076,"13 Katoomba Place, Belmont",2,House,590000,,,3,2,2,2010,12,,,,,426,195,,6,3
10077,"202 152 Great Eastern Highway, Ascot",0,Apartment,300000,,,1,1,1,2010,12,,,,,8730,,,5,2
10078,"8 Morgan Road, Denmark",3,House,419000,275000,,2,1,1,2010,11,2009,7,,,1376,,,362,309
10079,"17 Gilbert Avenue, Denmark",3,House,315000,290000,,3,2,2,2014,1,2010,8,,,1212,152,,364,310
1008,"13/79 Macleod Road, Applecross",1,Townhouse,555000,,450,2,1,2,2010,8,,,2017,2,3952,,,7,2
10080,"16 Campbell Road, Denmark",3,House,220000,,280,2,1,1,2010,8,,,2017,4,1012,,,364,310
10081,"6 Parry Street, Denmark",3,House,280000,270000,,3,1,1,2012,3,2010,8,,,1012,120,,363,309
10082,"86 Central Avenue, Redcliffe",2,House,410000,,380,3,2,2,2010,11,,,2009,12,299,122,,8,2
10083,"78a Coolgardie Avenue, Ascot",0,House,572000,,,3,2,2,2010,12,,,,,442,185,2004,8,1
10084,"51 Durban Street, Belmont",2,House,365500,,340,3,1,1,2010,11,,,2016,9,637,92,,7,3
10085,"6 10 Kinghorn Place, Redcliffe",2,Townhouse,348000,,,3,1,2,2010,12,,,,,2502,,,7,3
10086,"73 Lintonmarc Drive, Redcliffe",2,House,635000,515000,,4,2,2,2014,6,2010,11,,,496,251,,8,3
10087,"39 Sedgeland Way, Ascot",0,House,835000,,,4,2,2,2010,12,,,,,245,195,2001,5,2
10088,"8 Terelinck Crescent, Redcliffe",2,House,460000,,,4,2,2,2010,9,,,,,402,155,,8,5
10089,"20 Tarquin Gardens, Belmont",2,House,790000,755777,,4,2,2,2015,12,2010,12,,,663,207,,6,3
1009,"7/880 Canning Highway, Applecross",1,Apartment,443000,,,1,1,1,2010,8,,,,,5214,,2010,6,1
10090,"123 Fulham Street, Kewdale",3,House,410000,,,3,1,1,2010,12,,,,,809,,1972,7,2
10091,"17 Stockdale Road, Kewdale",3,House,505000,,,3,1,3,2010,12,,,,,1024,130,1964,7,3
10092,"410 Acton Avenue, Kewdale",3,House,455000,,,4,2,2,2010,12,,,,,450,,,8,3
10093,"6a Harrow Place, Kewdale",3,Townhouse,520000,,,4,2,2,2010,12,,,,,850,,,7,1
10094,"247 Armadale, Kewdale",3,House,460000,,,,,2,2011,1,,,,,506,,,6,2
10095,"9 Rinsey Place, Kewdale",3,House,495000,,495,3,1,3,2010,12,,,2014,8,806,115,1971,6,1
10096,"356 Knutsford Avenue, Kewdale",3,House,380000,,,1,1,1,2011,7,,,,,847,94,1960,8,3
10097,"425 Orrong Road, Kewdale",3,House,495000,,,3,2,2,2010,11,,,,,947,149,1955,7,1
10098,"67B Oats Street, Kewdale",3,Duplex,365000,,,2,1,3,2010,11,,,,,1076,,,7,2
10099,"188B Kew Street, Kewdale",3,House,347500,,,3,1,1,2010,12,,,,,437,82,1975,8,3
101,"3/1a Jersey, Daglish",0,Unit,379000,,,2,1,1,2010,11,,,,,815,61,,4,0.26
1010,"9 Gunbower Road, Mount Pleasant",0,House,1600000,,,5,3,2,2005,12,,,,,636,293,1993,8,1
10100,"74 Cohn Street, Kewdale",3,House,370000,,350,4,2,2,2010,12,,,2008,11,402,112,,7,1
10101,"16a Rowlands Street, Kewdale",3,Duplex,325000,,350,2,1,1,2010,12,,,2016,4,1012,,,7,1
10102,"451 Belgravia Street, Cloverdale",3,House,437000,,,4,2,2,2010,12,,,,,1107,129,2004,8,5
10104,"10 Stretton Way, Kenwick",2,House,290000,,,2,1,1,2010,12,,,,,653,90,1972,14,0.95
10105,"90 Belmont Road, Kenwick",2,House,335000,,,3,1,2,2010,10,,,,,790,115,1986,14,1
10106,"5 Kemi Close, Kenwick",2,House,340000,,,4,2,1,2010,12,,,,,587,106,1990,14,0.62
10107,"8 35-37 Bickley Road, Cannington",2,Villa,332000,,,3,1,1,2010,12,,,,,2415,,,11,0.84
10108,"15 Phar Lap Road, Wattle Grove",1,House,448000,,,4,2,2,2010,12,,,,,525,164,,13,5
10109,"59 Manley Street, Cannington",2,House,317500,,,2,1,2,2010,12,,,,,95,,,9,0.79
1011,"13 View Road, Mount Pleasant",0,House,1800000,1725000,,5,3,3,2013,4,2010,9,,,593,316,1997,7,0.94
10110,"9 Galaxy Street, Beckenham",1,House,362500,,,4,1,4,2010,12,,,,,667,120,1974,12,1
10111,"16 Faversham Street, Beckenham",1,House,367000,,,4,1,1,2010,10,,,,,921,96,1968,12,1.00
10112,"10 Gravity Street, Beckenham",1,House,345000,,300,3,1,2,2010,9,,,2017,5,685,170,1974,13,1
10113,"2/32 Cross Street, Queens Park",3,House,350000,,410,3,2,,2010,12,,,2016,7,974,,,9,0.94
10114,"64 Cross Street, Queens Park",3,House,510000,,,4,2,4,2010,9,,,,,823,,,10,1
10115,"2 Greenshank Close, East Cannington",1,House,550000,,250,4,2,2,2010,12,,,2004,6,612,218,1995,11,1
10116,"24 GLAMORGAN STREET, East Cannington",1,House,352000,,,3,1,1,2010,12,,,,,873,118,,12,3
10117,"15 79 George Way, Cannington",2,Villa,367000,,,3,2,2,2010,12,,,,,4486,,,9,0.74
10118,"4 Avila Place, Kenwick",2,House,310000,,,3,1,1,2010,12,,,,,683,100,1980,15,1
10119,"6 Short Street, Kenwick",2,House,320000,,,3,1,1,2010,12,,,,,686,87,,14,2
1012,"64 St Michael Terrace, Mount Pleasant",0,House,999000,845000,,3,1,3,2014,2,2010,10,,,567,146,,9,1
10120,"24/9 Mallard Way, Cannington",2,Townhouse,304000,,,2,1,3,2010,11,,,,,8631,95,,9,1
10122,"2/303 Wharf Street, Queens Park",3,Unit,320000,,,2,1,1,2010,11,,,,,71,,,10,1
10123,"4/9 Lansing Street, Queens Park",3,Villa,349000,,320,3,2,1,2010,9,,,2008,9,3067,94,,9,0.93
10124,"20A Bickley Road, Cannington",2,House,350000,325000,,2,1,1,2012,10,2010,11,,,1211,97,,11,1
10125,"5 285 Wharf Street, Queens Park",3,Villa,332500,,,3,1,3,2010,12,,,,,260,,,10,1
10126,"4/337 SEVENOAKS STREET, Cannington",2,Villa,355000,,,3,2,1,2010,11,,,,,2649,,,11,0.65
10127,"40 Birchington Street, Beckenham",1,House,515000,375000,,3,1,3,,,2010,12,,,910,94,1972,12,1
10128,"6 2 Hogarth Street, Cannington",2,House,330000,,,3,2,2,2010,12,,,,,993,,,11,0.52
10129,"9 Uralla Close, Beckenham",1,House,403800,,420,3,2,1,2010,11,,,2015,4,542,116,1995,13,1
1013,"11 Lilian Avenue, Applecross",1,House,1910000,,,6,3,6,2010,10,,,,,961,320,1995,8,3
10130,"15/9 Mallard Way, Cannington",2,Villa,343000,,,3,1,3,2010,11,,,,,255,,,9,1
10131,"148 Hamilton Street, Queens Park",3,House,491500,465000,,4,2,2,2016,3,2010,11,,,458,145,2001,9,0.61
10132,"10 Delta Street, Wattle Grove",1,House,480000,,,4,2,2,2010,11,,,,,630,181,,12,4
10133,"17 Sheffield Road, Wattle Grove",1,House,560000,495000,480,4,2,2,2014,2,2010,11,2011,1,560,160,,13,4
10134,"14 Eldridge Grove, Cannington",2,House,445000,400000,,4,2,2,2015,3,2010,11,,,301,106,2003,9,0.72
10135,"31 Elizabeth Street, East Cannington",1,House,540000,,,4,2,2,2010,11,,,,,501,200,2006,11,2
10136,"1 250 George Street, Queens Park",3,Townhouse,407000,,,4,2,2,2010,12,,,,,1530,,,10,1
10137,"217 George Street, Queens Park",3,House,409000,,,4,2,1,2010,11,,,,,772,,1987,9,1
10138,"13 Sittella Gardens, East Cannington",1,House,595000,,,4,2,2,2010,12,,,,,695,,2004,11,2
10139,"73 Bywater Way, Wilson",1,House,812000,,,5,3,4,2010,12,,,,,810,,,9,3
1014,"4 Bateman Road, Mount Pleasant",0,House,2800000,,,5,5,2,2010,10,,,,,169,404,2009,8,1
10140,"1A Dryandra Way, Thornlie",3,House,425500,,,3,2,2,2010,12,,,,,1110,120,,15,2
10141,"19 Orberry Place, Thornlie",3,House,395000,,400,4,2,2,2010,12,,,2017,5,683,140,,15,1
10142,"199 Yale Road, Thornlie",3,House,320000,,,3,1,2,2010,12,,,,,696,92,,14,1
10143,"6/11 Exmouth Place, Thornlie",3,Townhouse,330000,76900,380,3,2,2,2010,12,2003,10,2017,5,272,119,2005,15,2
10144,"3 Aylesford Way, Thornlie",3,House,450000,,450,4,2,1,2010,12,,,2011,1,812,,,13,0.16
10145,"22 Geographe Way, Thornlie",3,House,445000,,,4,2,2,2010,11,,,,,688,157,1989,14,2
10146,"18 67 Lester Drive, Thornlie",3,Apartment,206000,,,2,1,,2010,12,,,,,59,,,13,0.41
10147,"10 Mallard Street, Thornlie",3,House,375000,,,4,2,1,2010,11,,,,,685,,1987,14,1
10148,"8/2 Dalziell, Maddington",3,Unit,206000,,,2,1,1,2010,11,,,,,2510,56,,16,0.60
10149,"6 Ballard Place, Maddington",3,House,310500,,360,4,2,1,2010,11,,,2016,2,519,112,1993,17,2
1015,"113 Reynolds Road, Mount Pleasant",0,House,1090000,,,5,3,2,2010,9,,,,,570,,1995,8,1
10150,"Unit,20 8 Heron Place, Maddington",3,Villa,325000,,,3,1,1,2010,12,,,,,6144,,,15,0.89
10151,"2 Wedgewood Glade, Gosnells",3,House,310000,170000,,3,1,3,2010,12,2004,6,,,508,,,17,2
10152,"5 Thornbill Road, Huntingdale",1,House,565000,472000,410,4,2,2,2016,1,2010,12,2010,10,624,231,2007,17,4
10153,"21 Bellbird Avenue, Huntingdale",1,House,388000,,,4,2,2,2011,1,,,,,680,174,1991,17,4
10154,"2 Baxter Close, Huntingdale",1,House,375000,,,4,2,2,2010,10,,,,,540,,1991,18,4
10155,"36 Friday Hill Drive, Southern River",2,House,960000,,,4,3,2,2010,12,,,,,790,,,19,6
10156,"150 Harpenden Street, Huntingdale",1,House,445000,370000,,3,2,2,2014,4,2010,12,,,640,129,2000,17,4
10157,"10 Stortford Road, Southern River",2,House,505000,,,4,2,2,2010,11,,,,,559,186,,18,6
10158,"3 Cliff Place, Gosnells",3,House,318000,,,3,1,2,2010,12,,,,,759,,1977,19,0.84
10159,"7 Milleara Road, Martin",1,House,420000,,,3,2,1,2010,12,,,,,2084,,1967,21,1
1016,"15 Dawson Road, Brentwood",1,House,1025000,,1050,3,2,2,2010,9,,,2010,1,728,238,1957,10,0.91
10160,"96 Terence Street, Gosnells",3,House,265000,,,2,1,2,2010,12,,,,,652,,1950,19,0.46
10161,"18 Blanche Street, Gosnells",3,House,285000,,,3,1,1,2010,12,,,,,797,105,1973,17,2
10162,"11 Greenough Way, Gosnells",3,House,352500,,,3,1,1,2010,10,,,,,682,101,1980,19,2
10163,"28 Watson Street, Mount Magnet",0,House,272250,54000,,2,1,1,2010,11,2006,8,,,1012,140,1945,473,461
10164,"7/17 Bert Street, Gosnells",3,Townhouse,303000,,300,3,2,2,2010,11,,,2008,8,2630,110,,19,0.41
10165,"54 Baxter Close, Huntingdale",1,House,370000,,,4,2,1,2010,12,,,,,514,,1992,18,3
10166,"24 Froudist Circle, Southern River",2,House,512000,,,4,2,2,2010,11,,,,,618,,,17,5
10167,"34 Leatherwood Way, Huntingdale",1,House,400000,,400,4,2,2,2010,11,,,2015,7,571,149,1996,17,3
10168,"14 Lyminge Street, Gosnells",3,House,325000,,385,5,1,1,2010,10,,,2016,4,761,130,1974,17,2
10169,"11 Greendale Place, Kelmscott",3,House,392000,,,2,1,1,2010,11,,,,,1093,,1975,24,1
1017,"1/8 Forbes Road, Applecross",1,House,800000,,580,3,2,4,2015,2,,,2016,4,1012,135,,6,0.93
10170,"22 Kidbroke Place, Kelmscott",3,House,310000,,,3,1,2,2010,12,,,,,673,,1980,23,1
10171,"28/12 Davis Street, Kelmscott",3,Unit,288000,,,3,2,2,2011,1,,,,,195,,,23,0.46
10172,"2 57 Third Avenue, Kelmscott",3,Apartment,270000,,,3,1,2,2010,12,,,,,273,,,23,0.79
10173,"7 Soldiers Road, Roleystone",1,House,579000,,,4,2,2,2010,12,,,,,2058,234,2008,27,4
10175,"2/6 Turner Place, Kelmscott",3,Villa,149000,,320,3,2,2,2010,11,,,2016,2,204,89,2010,22,0.62
10176,"5 Asplin Loop, Kelmscott",3,House,425000,,350,3,2,2,2011,7,,,2015,7,306,,,22,0.70
10177,"2 Asplin Loop, Kelmscott",3,,386000,178000,320,3,2,2,2010,12,2009,12,2015,11,300,123,,22,0.70
10178,"56 Mackie Road, Roleystone",1,House,587000,,,3,2,3,2010,10,,,,,4201,197,,27,5
10179,"3 Pindari Court, Kelmscott",3,House,285000,,330,3,1,2,2008,6,,,2008,10,762,171,1976,24,0.29
1018,"13 Moreau Mews, Applecross",1,House,940000,,600,3,2,2,2010,9,,,2006,11,308,162,1990,6,0.75
10180,"48 Hilltop Place, Kelmscott",3,House,525000,,,4,2,2,2012,9,,,,,1974,144,1989,25,2
10181,"10 Forestedge Retreat, Roleystone",1,House,705000,655000,,4,2,2,2015,6,2010,11,,,2087,210,,31,7
10182,"12 Glebe Road, Roleystone",1,House,487500,,,4,2,2,2010,10,,,,,2060,,,26,4
10183,"10 Caprea Boulevard, Roleystone",1,House,692500,,,4,2,2,2010,11,,,,,2051,248,2005,26,6
10184,"2 Reed Rise, Roleystone",1,House,500000,,,4,2,2,2010,12,,,,,1493,197,,27,5
10185,"4b Bilkurra Way, Mount Nasura",0,House,410000,,,3,2,2,2010,12,,,,,420,,,26,1
10186,"6 Offord, Armadale",3,House,252000,,,3,1,2,2010,12,,,,,708,,,26,1
10187,"62 Williams Road, Armadale",3,House,286000,220500,210,4,1,4,2010,10,2005,11,2006,11,689,,,24,0.72
10188,"26 Morrell Way, Armadale",3,House,305000,,,4,2,1,2010,12,,,,,744,125,,27,1
10189,"8 Tangelo Court, Seville Grove",0,House,325000,230000,,4,2,3,2010,12,2004,7,,,809,,1986,24,2
1019,"36 Bateman Road, Mount Pleasant",0,House,1400000,,,4,2,2,2010,9,,,,,723,257,1991,8,2
10190,"10B LOCKSLEY AVENUE, Armadale",3,House,255000,,,3,1,1,2010,12,,,,,1118,97,1994,26,0.71
10191,"6 Sepal Close, Seville Grove",0,House,297000,275000,305,3,1,1,2016,1,2010,12,2010,5,537,105,1994,23,2
10192,"15 Ballak Place, Oakford",0,House,822000,,590,4,2,2,2010,11,,,2010,12,20588,303,2003,29,7
10193,"850 Rowley Road, Oakford",0,,760000,,,4,2,1,2016,5,,,,,20236,131,1980,26,7
10194,"28 Pira Loop, Byford",2,House,385000,325000,370,4,2,2,2014,2,2010,12,2017,5,458,135,,31,6
10195,"52 Plaistowe Boulevard, Byford",2,House,495000,405000,,4,2,2,2014,6,2010,10,,,510,212,,31,6
10196,"52 Empire Rose Court, Darling Downs",0,,1100000,,,5,3,2,2010,12,,,,,20903,230,1995,28,5
10197,"6 Ballagar Road, Byford",2,House,540000,128000,,4,2,,2010,12,2005,9,,,800,231,2006,31,6
10198,"11 Bevis Court, Byford",2,House,448000,,450,3,2,1,2010,9,,,2015,3,2436,142,,32,6
10199,"41 Mead Street, Byford",2,House,400000,390000,405,3,2,2,2015,5,2010,12,2015,4,377,201,,33,8
102,"4/218 York Street, Subiaco",2,Townhouse,526000,,,2,1,1,2010,10,,,,,72,72,,3,0.37
1020,"12 Glencoe Road, Ardross",3,House,845000,840000,,3,2,2,2012,3,2010,9,,,728,275,,8,2
10200,"22 Howitzer Turn, Byford",2,House,500000,,,4,2,2,2010,12,,,,,876,214,,34,9
10201,"25 Gadd Avenue, Byford",2,House,475000,,,4,2,2,2016,4,,,,,700,195,,35,9
10202,"59 Pomera Drive, Byford",2,House,370000,,370,4,2,2,2010,12,,,2010,5,583,152,,31,7
10203,"15 Rigoll Court, Mundijong",1,House,456500,,,4,2,3,2010,12,,,,,1238,166,1987,39,15
10204,"11 Hibbertia Court, Jarrahdale",1,House,650000,,,3,3,2,2010,12,,,,,4016,242,2005,47,21
10205,"24 Darwinia Court, Jarrahdale",1,House,564000,,,3,2,2,2010,10,,,,,4007,205,,46,21
10206,"62 Lingdon Lane, Serpentine",1,,1250000,,500,4,2,,2010,12,,,2010,8,300211,230,,45,16
10207,"4 Bilya Avenue, Mardella",0,House,535000,,,3,2,2,2010,11,,,,,2502,165,2002,41,17
10208,"122 River Road, Hopeland",0,,1500000,,,4,1,3,2010,12,,,,,250019,45,,47,9
10209,"20 Allum Way, Serpentine",1,House,750000,,,4,2,2,2010,12,,,,,15855,215,,47,22
1021,"143 Ardross Street, Ardross",3,House,810000,,,3,1,2,2010,10,,,,,774,276,,7,1
10210,"11B Anteo Court, Parkwood",2,Duplex,365000,,380,3,1,1,2010,12,,,2017,2,417,103,,11,3
10211,"7 Boliver Place, Langford",3,House,490000,,,6,3,1,2010,12,,,,,843,189,1970,12,1
10212,"72 Ravenslea Drive, Parkwood",2,House,561000,315000,,4,2,2,2010,12,2005,5,,,662,194,1985,12,3
10213,"7 Villiers Way, Parkwood",2,House,550000,528000,,4,2,1,2016,8,2012,4,,,694,159,1981,12,3
10214,"4 Clovelly Crescent, Lynwood",1,House,421000,,415,4,2,1,2010,12,,,2016,12,833,,1965,11,2
10215,"32 Fleetwood Road, Lynwood",1,House,458000,,400,4,2,2,2010,10,,,2010,12,811,180,1966,11,2
10216,"109 Watling Avenue, Lynwood",1,House,410000,,,3,2,4,2010,9,,,,,905,,1968,11,2
10217,"37 Letsom Way, Langford",3,House,335000,,,3,1,1,2010,11,,,,,692,,1970,12,1
10218,"35 Letsom Way, Langford",3,House,335000,,310,3,1,4,2010,10,,,2009,3,692,,1970,12,1
10219,"23 Hester Street, Langford",3,House,755000,,,4,2,2,2010,10,,,,,7512,322,1971,13,0.92
